Bench1:  183 All:  183
No tmp folder to clear
---------- Run #0 ----------
--- Run #0 of Baseline
# Collect Benchmarks in Dir: /lib/uint64set
## Collect Benchmarks in File: uint64set_timing_test.go
# Collect Benchmarks in Dir: /lib/prompb
## Collect Benchmarks in File: prompb_timing_test.go
# Collect Benchmarks in Dir: /app/vmselect/netstorage
## Collect Benchmarks in File: netstorage_timing_test.go
# Collect Benchmarks in Dir: /app/vmselect/promql
## Collect Benchmarks in File: rollup_timing_test.go
# Collect Benchmarks in Dir: /lib/prompbmarshal
## Collect Benchmarks in File: prompbmarshal_timing_test.go
# Collect Benchmarks in Dir: /app/vlinsert/elasticsearch
## Collect Benchmarks in File: elasticsearch_timing_test.go
# Collect Benchmarks in Dir: /lib/fs
## Collect Benchmarks in File: reader_at_timing_test.go
# Collect Benchmarks in Dir: /lib/protoparser/csvimport
## Collect Benchmarks in File: parser_timing_test.go
# Collect Benchmarks in Dir: /lib/protoparser/opentelemetry/stream
## Collect Benchmarks in File: streamparser_timing_test.go
# Collect Benchmarks in Dir: /app/vmagent/remotewrite
## Collect Benchmarks in File: pendingseries_timing_test.go
# Collect Benchmarks in Dir: /app/vmalert/datasource
## Collect Benchmarks in File: vm_prom_api_timing_test.go
# Collect Benchmarks in Dir: /lib/blockcache
## Collect Benchmarks in File: blockcache_timing_test.go
# Collect Benchmarks in Dir: /lib/promrelabel
## Collect Benchmarks in File: graphite_timing_test.go
## Collect Benchmarks in File: if_expression_timing_test.go
## Collect Benchmarks in File: relabel_timing_test.go
# Collect Benchmarks in Dir: /lib/promutils
## Collect Benchmarks in File: labels_timing_test.go
## Collect Benchmarks in File: labelscompressor_timing_test.go
# Collect Benchmarks in Dir: /lib/logstorage
## Collect Benchmarks in File: filter_timing_test.go
## Collect Benchmarks in File: bitmap_timing_test.go
## Collect Benchmarks in File: block_timing_test.go
## Collect Benchmarks in File: stream_id_timing_test.go
## Collect Benchmarks in File: tokenizer_timing_test.go
## Collect Benchmarks in File: values_encoder_timing_test.go
## Collect Benchmarks in File: inmemory_part_timing_test.go
## Collect Benchmarks in File: encoding_timing_test.go
## Collect Benchmarks in File: hash128_timing_test.go
## Collect Benchmarks in File: pattern_timing_test.go
## Collect Benchmarks in File: log_rows_timing_test.go
# Collect Benchmarks in Dir: /lib/encoding
## Collect Benchmarks in File: encoding_timing_test.go
## Collect Benchmarks in File: int_timing_test.go
## Collect Benchmarks in File: nearest_delta2_timing_test.go
## Collect Benchmarks in File: nearest_delta_timing_test.go
# Collect Benchmarks in Dir: /lib/mergeset
## Collect Benchmarks in File: encoding_timing_test.go
## Collect Benchmarks in File: table_search_timing_test.go
# Collect Benchmarks in Dir: /lib/promscrape
## Collect Benchmarks in File: config_timing_test.go
## Collect Benchmarks in File: scrapework_timing_test.go
# Collect Benchmarks in Dir: /lib/protoparser/vmimport
## Collect Benchmarks in File: parser_timing_test.go
# Collect Benchmarks in Dir: /app/vmalert/rule
## Collect Benchmarks in File: group_timing_test.go
# Collect Benchmarks in Dir: /lib/protoparser/prometheus
## Collect Benchmarks in File: parser_timing_test.go
# Collect Benchmarks in Dir: /app/vlinsert/opentelemetry
## Collect Benchmarks in File: opentemetry_timing_test.go
# Collect Benchmarks in Dir: /lib/streamaggr
## Collect Benchmarks in File: streamaggr_timing_test.go
## Collect Benchmarks in File: dedup_timing_test.go
## Collect Benchmarks in File: deduplicator_timing_test.go
# Collect Benchmarks in Dir: /lib/bytesutil
## Collect Benchmarks in File: bytesutil_timing_test.go
## Collect Benchmarks in File: fast_string_matcher_timing_test.go
## Collect Benchmarks in File: fast_string_transformer_timing_test.go
## Collect Benchmarks in File: internstring_timing_test.go
# Collect Benchmarks in Dir: /lib/protoparser/datadogv1
## Collect Benchmarks in File: parser_timing_test.go
# Collect Benchmarks in Dir: /lib/storage
## Collect Benchmarks in File: dedup_timing_test.go
## Collect Benchmarks in File: inmemory_part_timing_test.go
## Collect Benchmarks in File: merge_timing_test.go
## Collect Benchmarks in File: tag_filters_timing_test.go
## Collect Benchmarks in File: block_stream_reader_timing_test.go
## Collect Benchmarks in File: block_stream_writer_timing_test.go
## Collect Benchmarks in File: storage_timing_test.go
## Collect Benchmarks in File: index_db_timing_test.go
## Collect Benchmarks in File: part_search_timing_test.go
## Collect Benchmarks in File: table_search_timing_test.go
## Collect Benchmarks in File: table_timing_test.go
# Collect Benchmarks in Dir: /lib/protoparser/newrelic
## Collect Benchmarks in File: parser_timing_test.go
# Collect Benchmarks in Dir: /lib/protoparser/opentsdb
## Collect Benchmarks in File: parser_timing_test.go
# Collect Benchmarks in Dir: /lib/decimal
## Collect Benchmarks in File: decimal_timing_test.go
# Collect Benchmarks in Dir: /lib/promscrape/discovery/kubernetes
## Collect Benchmarks in File: pod_timing_test.go
# Collect Benchmarks in Dir: /lib/regexutil
## Collect Benchmarks in File: promregex_timing_test.go
## Collect Benchmarks in File: regex_timing_test.go
# Collect Benchmarks in Dir: /lib/bloomfilter
## Collect Benchmarks in File: filter_timing_test.go
# Collect Benchmarks in Dir: /app/vlinsert/loki
## Collect Benchmarks in File: loki_json_timing_test.go
## Collect Benchmarks in File: loki_protobuf_timing_test.go
# Collect Benchmarks in Dir: /lib/protoparser/opentsdbhttp
## Collect Benchmarks in File: parser_timing_test.go
# Collect Benchmarks in Dir: /lib/persistentqueue
## Collect Benchmarks in File: fastqueue_timing_test.go
## Collect Benchmarks in File: persistentqueue_timing_test.go
# Collect Benchmarks in Dir: /lib/promscrape/discoveryutils
## Collect Benchmarks in File: utils_timing_test.go
# Collect Benchmarks in Dir: /lib/fasttime
## Collect Benchmarks in File: fasttime_timing_test.go
# Collect Benchmarks in Dir: /lib/protoparser/datadogv2
## Collect Benchmarks in File: parser_timing_test.go
# Collect Benchmarks in Dir: /app/vmselect/prometheus
## Collect Benchmarks in File: federate_timing_test.go
# Collect Benchmarks in Dir: /lib/protoparser/influx
## Collect Benchmarks in File: parser_timing_test.go
# Collect Benchmarks in Dir: /lib/protoparser/graphite
## Collect Benchmarks in File: parser_timing_test.go
# Collect Benchmarks in Dir: /lib/stringsutil
## Collect Benchmarks in File: less_natural_timing_test.go
## Collect Benchmarks in File: stringsutil_timing_test.go
#####################
## Shuffle Benchmarks
#####################
### Execute Benchmark: /lib/uint64set/uint64set_timing_test.go::BenchmarkMapAddNoAllocs
x is 1
Changing directory to dir2: /home/benchUser/latest/lib/uint64set
Running '[go test -benchtime=1s -timeout=10s -count=5 -run=^$ -bench=^BenchmarkMapAddNoAllocs$]
Benchmark 2 done: goos: linux
goarch: amd64
pkg: github.com/VictoriaMetrics/VictoriaMetrics/lib/uint64set
cpu: Intel(R) Xeon(R) CPU @ 2.20GHz
BenchmarkMapAddNoAllocs/items_1000-2         	   42681	     27635 ns/op	  36.19 MB/s	   21897 B/op	       6 allocs/op
BenchmarkMapAddNoAllocs/items_1000-2         	   43117	     27500 ns/op	  36.36 MB/s	   21897 B/op	       6 allocs/op
BenchmarkMapAddNoAllocs/items_1000-2         	   42898	     27866 ns/op	  35.89 MB/s	   21897 B/op	       6 allocs/op
BenchmarkMapAddNoAllocs/items_1000-2         	   42652	     27586 ns/op	  36.25 MB/s	   21897 B/op	       6 allocs/op
BenchmarkMapAddNoAllocs/items_1000-2         	   43293	     27545 ns/op	  36.30 MB/s	   21897 B/op	       6 allocs/op
BenchmarkMapAddNoAllocs/items_10000-2        	    3740	    289483 ns/op	  34.54 MB/s	  182476 B/op	      11 allocs/op
BenchmarkMapAddNoAllocs/items_10000-2        	    4082	    288552 ns/op	  34.66 MB/s	  182476 B/op	      11 allocs/op
BenchmarkMapAddNoAllocs/items_10000-2        	    3955	    289271 ns/op	  34.57 MB/s	  182483 B/op	      11 allocs/op
BenchmarkMapAddNoAllocs/items_10000-2        	    4149	    290272 ns/op	  34.45 MB/s	  182477 B/op	      11 allocs/op
BenchmarkMapAddNoAllocs/items_10000-2        	    3868	    291156 ns/op	  34.35 MB/s	  182480 B/op	      11 allocs/op
BenchmarkMapAddNoAllocs/items_100000-2       	     301	   4004306 ns/op	  24.97 MB/s	 1598557 B/op	    1680 allocs/op
BenchmarkMapAddNoAllocs/items_100000-2       	     285	   4078349 ns/op	  24.52 MB/s	 1598390 B/op	    1678 allocs/op
BenchmarkMapAddNoAllocs/items_100000-2       	     300	   4058876 ns/op	  24.64 MB/s	 1598522 B/op	    1679 allocs/op
BenchmarkMapAddNoAllocs/items_100000-2       	     298	   3935363 ns/op	  25.41 MB/s	 1598654 B/op	    1681 allocs/op
BenchmarkMapAddNoAllocs/items_100000-2       	     301	   4030579 ns/op	  24.81 MB/s	 1598305 B/op	    1676 allocs/op
BenchmarkMapAddNoAllocs/items_1000000-2      	      14	  71929783 ns/op	  13.90 MB/s	22437046 B/op	      19 allocs/op
BenchmarkMapAddNoAllocs/items_1000000-2      	      15	  73057772 ns/op	  13.69 MB/s	22437045 B/op	      19 allocs/op
BenchmarkMapAddNoAllocs/items_1000000-2      	      13	  80966215 ns/op	  12.35 MB/s	22437048 B/op	      19 allocs/op
BenchmarkMapAddNoAllocs/items_1000000-2      	      14	  78329880 ns/op	  12.77 MB/s	22437046 B/op	      19 allocs/op
BenchmarkMapAddNoAllocs/items_1000000-2      	      15	  74835533 ns/op	  13.36 MB/s	22437045 B/op	      19 allocs/op
BenchmarkMapAddNoAllocs/items_10000000-2     	       1	1101599593 ns/op	   9.08 MB/s	182754680 B/op	      39 allocs/op
BenchmarkMapAddNoAllocs/items_10000000-2     	       1	1061154386 ns/op	   9.42 MB/s	182754680 B/op	      39 allocs/op
BenchmarkMapAddNoAllocs/items_10000000-2     	       1	1074537006 ns/op	   9.31 MB/s	182754680 B/op	      39 allocs/op
BenchmarkMapAddNoAllocs/items_10000000-2     	       1	1062594057 ns/op	   9.41 MB/s	182754680 B/op	      39 allocs/op
BenchmarkMapAddNoAllocs/items_10000000-2     	       1	1072820038 ns/op	   9.32 MB/s	182754680 B/op	      39 allocs/op
PASS
ok  	github.com/VictoriaMetrics/VictoriaMetrics/lib/uint64set	36.163s

Result 2 parsed
Changing directory to dir1: /home/benchUser/other/lib/uint64set
Running '[go test -benchtime=1s -timeout=10s -count=5 -run=^$ -bench=^BenchmarkMapAddNoAllocs$]
Benchmark 1 done: goos: linux
goarch: amd64
pkg: github.com/VictoriaMetrics/VictoriaMetrics/lib/uint64set
cpu: Intel(R) Xeon(R) CPU @ 2.20GHz
BenchmarkMapAddNoAllocs/items_1000-2         	   42770	     27662 ns/op	  36.15 MB/s	   21897 B/op	       6 allocs/op
BenchmarkMapAddNoAllocs/items_1000-2         	   42969	     27606 ns/op	  36.22 MB/s	   21897 B/op	       6 allocs/op
BenchmarkMapAddNoAllocs/items_1000-2         	   43742	     27803 ns/op	  35.97 MB/s	   21897 B/op	       6 allocs/op
BenchmarkMapAddNoAllocs/items_1000-2         	   43798	     27837 ns/op	  35.92 MB/s	   21897 B/op	       6 allocs/op
BenchmarkMapAddNoAllocs/items_1000-2         	   43266	     27738 ns/op	  36.05 MB/s	   21897 B/op	       6 allocs/op
BenchmarkMapAddNoAllocs/items_10000-2        	    3709	    295145 ns/op	  33.88 MB/s	  182487 B/op	      11 allocs/op
BenchmarkMapAddNoAllocs/items_10000-2        	    3850	    291957 ns/op	  34.25 MB/s	  182475 B/op	      11 allocs/op
BenchmarkMapAddNoAllocs/items_10000-2        	    3897	    292015 ns/op	  34.24 MB/s	  182464 B/op	      11 allocs/op
BenchmarkMapAddNoAllocs/items_10000-2        	    3778	    294272 ns/op	  33.98 MB/s	  182473 B/op	      11 allocs/op
BenchmarkMapAddNoAllocs/items_10000-2        	    3817	    291767 ns/op	  34.27 MB/s	  182479 B/op	      11 allocs/op
BenchmarkMapAddNoAllocs/items_100000-2       	     290	   4081682 ns/op	  24.50 MB/s	 1598225 B/op	    1675 allocs/op
BenchmarkMapAddNoAllocs/items_100000-2       	     296	   4156574 ns/op	  24.06 MB/s	 1598260 B/op	    1676 allocs/op
BenchmarkMapAddNoAllocs/items_100000-2       	     286	   4114411 ns/op	  24.30 MB/s	 1598332 B/op	    1677 allocs/op
BenchmarkMapAddNoAllocs/items_100000-2       	     283	   4130074 ns/op	  24.21 MB/s	 1598244 B/op	    1676 allocs/op
BenchmarkMapAddNoAllocs/items_100000-2       	     301	   4096123 ns/op	  24.41 MB/s	 1598236 B/op	    1676 allocs/op
BenchmarkMapAddNoAllocs/items_1000000-2      	      12	  83837974 ns/op	  11.93 MB/s	22437049 B/op	      19 allocs/op
BenchmarkMapAddNoAllocs/items_1000000-2      	      15	  75840792 ns/op	  13.19 MB/s	22437045 B/op	      19 allocs/op
BenchmarkMapAddNoAllocs/items_1000000-2      	      14	  74405326 ns/op	  13.44 MB/s	22437046 B/op	      19 allocs/op
BenchmarkMapAddNoAllocs/items_1000000-2      	      15	  73644493 ns/op	  13.58 MB/s	22437045 B/op	      19 allocs/op
BenchmarkMapAddNoAllocs/items_1000000-2      	      15	  75417402 ns/op	  13.26 MB/s	22437045 B/op	      19 allocs/op
BenchmarkMapAddNoAllocs/items_10000000-2     	       1	1108222781 ns/op	   9.02 MB/s	182755576 B/op	      41 allocs/op
BenchmarkMapAddNoAllocs/items_10000000-2     	       1	1096509441 ns/op	   9.12 MB/s	182754680 B/op	      39 allocs/op
BenchmarkMapAddNoAllocs/items_10000000-2     	       1	1087107957 ns/op	   9.20 MB/s	182755128 B/op	      40 allocs/op
BenchmarkMapAddNoAllocs/items_10000000-2     	       1	1086444742 ns/op	   9.20 MB/s	182754680 B/op	      39 allocs/op
