Bench1:  184 All:  183
No tmp folder to clear
---------- Run #0 ----------
--- Run #0 of Baseline
# Collect Benchmarks in Dir: /lib/bytesutil
## Collect Benchmarks in File: fast_string_matcher_timing_test.go
## Collect Benchmarks in File: fast_string_transformer_timing_test.go
## Collect Benchmarks in File: internstring_timing_test.go
## Collect Benchmarks in File: bytesutil_timing_test.go
# Collect Benchmarks in Dir: /lib/promrelabel
## Collect Benchmarks in File: graphite_timing_test.go
## Collect Benchmarks in File: if_expression_timing_test.go
## Collect Benchmarks in File: relabel_timing_test.go
# Collect Benchmarks in Dir: /lib/fasttime
## Collect Benchmarks in File: fasttime_timing_test.go
# Collect Benchmarks in Dir: /lib/protoparser/csvimport
## Collect Benchmarks in File: parser_timing_test.go
# Collect Benchmarks in Dir: /lib/streamaggr
## Collect Benchmarks in File: deduplicator_timing_test.go
## Collect Benchmarks in File: streamaggr_timing_test.go
## Collect Benchmarks in File: dedup_timing_test.go
# Collect Benchmarks in Dir: /lib/mergeset
## Collect Benchmarks in File: encoding_timing_test.go
## Collect Benchmarks in File: table_search_timing_test.go
# Collect Benchmarks in Dir: /app/vmselect/promql
## Collect Benchmarks in File: rollup_timing_test.go
# Collect Benchmarks in Dir: /lib/promscrape
## Collect Benchmarks in File: config_timing_test.go
## Collect Benchmarks in File: scrapework_timing_test.go
# Collect Benchmarks in Dir: /lib/protoparser/datadogv1
## Collect Benchmarks in File: parser_timing_test.go
# Collect Benchmarks in Dir: /app/vlinsert/elasticsearch
## Collect Benchmarks in File: elasticsearch_timing_test.go
# Collect Benchmarks in Dir: /lib/regexutil
## Collect Benchmarks in File: promregex_timing_test.go
## Collect Benchmarks in File: regex_timing_test.go
# Collect Benchmarks in Dir: /app/vmselect/prometheus
## Collect Benchmarks in File: federate_timing_test.go
# Collect Benchmarks in Dir: /lib/storage
## Collect Benchmarks in File: index_db_timing_test.go
## Collect Benchmarks in File: storage_timing_test.go
## Collect Benchmarks in File: table_search_timing_test.go
## Collect Benchmarks in File: tag_filters_timing_test.go
## Collect Benchmarks in File: dedup_timing_test.go
## Collect Benchmarks in File: part_search_timing_test.go
## Collect Benchmarks in File: block_stream_reader_timing_test.go
## Collect Benchmarks in File: block_stream_writer_timing_test.go
## Collect Benchmarks in File: table_timing_test.go
## Collect Benchmarks in File: inmemory_part_timing_test.go
## Collect Benchmarks in File: merge_timing_test.go
# Collect Benchmarks in Dir: /lib/stringsutil
## Collect Benchmarks in File: less_natural_timing_test.go
## Collect Benchmarks in File: stringsutil_timing_test.go
# Collect Benchmarks in Dir: /lib/promscrape/discovery/kubernetes
## Collect Benchmarks in File: pod_timing_test.go
# Collect Benchmarks in Dir: /lib/protoparser/graphite
## Collect Benchmarks in File: parser_timing_test.go
# Collect Benchmarks in Dir: /lib/persistentqueue
## Collect Benchmarks in File: fastqueue_timing_test.go
## Collect Benchmarks in File: persistentqueue_timing_test.go
# Collect Benchmarks in Dir: /lib/bloomfilter
## Collect Benchmarks in File: filter_timing_test.go
# Collect Benchmarks in Dir: /lib/promscrape/discoveryutils
## Collect Benchmarks in File: utils_timing_test.go
# Collect Benchmarks in Dir: /lib/prompbmarshal
## Collect Benchmarks in File: prompbmarshal_timing_test.go
# Collect Benchmarks in Dir: /app/vmalert/datasource
## Collect Benchmarks in File: vm_prom_api_timing_test.go
# Collect Benchmarks in Dir: /app/vlinsert/loki
## Collect Benchmarks in File: loki_json_timing_test.go
## Collect Benchmarks in File: loki_protobuf_timing_test.go
# Collect Benchmarks in Dir: /lib/promutils
## Collect Benchmarks in File: labels_timing_test.go
## Collect Benchmarks in File: labelscompressor_timing_test.go
# Collect Benchmarks in Dir: /lib/tenantmetrics
## Collect Benchmarks in File: counter_map_timing_test.go
# Collect Benchmarks in Dir: /lib/fs
## Collect Benchmarks in File: reader_at_timing_test.go
# Collect Benchmarks in Dir: /lib/protoparser/vmimport
## Collect Benchmarks in File: parser_timing_test.go
# Collect Benchmarks in Dir: /lib/encoding
## Collect Benchmarks in File: encoding_timing_test.go
## Collect Benchmarks in File: int_timing_test.go
## Collect Benchmarks in File: nearest_delta2_timing_test.go
## Collect Benchmarks in File: nearest_delta_timing_test.go
# Collect Benchmarks in Dir: /lib/protoparser/datadogv2
## Collect Benchmarks in File: parser_timing_test.go
# Collect Benchmarks in Dir: /lib/protoparser/newrelic
## Collect Benchmarks in File: parser_timing_test.go
# Collect Benchmarks in Dir: /lib/protoparser/opentelemetry/stream
## Collect Benchmarks in File: streamparser_timing_test.go
# Collect Benchmarks in Dir: /lib/blockcache
## Collect Benchmarks in File: blockcache_timing_test.go
# Collect Benchmarks in Dir: /app/vmselect/netstorage
## Collect Benchmarks in File: netstorage_timing_test.go
# Collect Benchmarks in Dir: /lib/uint64set
## Collect Benchmarks in File: uint64set_timing_test.go
# Collect Benchmarks in Dir: /lib/protoparser/influx
## Collect Benchmarks in File: parser_timing_test.go
# Collect Benchmarks in Dir: /lib/protoparser/opentsdb
## Collect Benchmarks in File: parser_timing_test.go
# Collect Benchmarks in Dir: /app/vmagent/remotewrite
## Collect Benchmarks in File: pendingseries_timing_test.go
# Collect Benchmarks in Dir: /lib/decimal
## Collect Benchmarks in File: decimal_timing_test.go
# Collect Benchmarks in Dir: /lib/protoparser/prometheus
## Collect Benchmarks in File: parser_timing_test.go
# Collect Benchmarks in Dir: /lib/protoparser/opentsdbhttp
## Collect Benchmarks in File: parser_timing_test.go
# Collect Benchmarks in Dir: /lib/prompb
## Collect Benchmarks in File: prompb_timing_test.go
# Collect Benchmarks in Dir: /lib/logstorage
## Collect Benchmarks in File: hash128_timing_test.go
## Collect Benchmarks in File: hash_tokenizer_timing_test.go
## Collect Benchmarks in File: inmemory_part_timing_test.go
## Collect Benchmarks in File: tokenizer_timing_test.go
## Collect Benchmarks in File: values_encoder_timing_test.go
## Collect Benchmarks in File: log_rows_timing_test.go
## Collect Benchmarks in File: stream_id_timing_test.go
## Collect Benchmarks in File: pattern_timing_test.go
## Collect Benchmarks in File: bitmap_timing_test.go
## Collect Benchmarks in File: block_timing_test.go
## Collect Benchmarks in File: filter_timing_test.go
## Collect Benchmarks in File: encoding_timing_test.go
#####################
## Shuffle Benchmarks
#####################
### Execute Benchmark: /lib/streamaggr/dedup_timing_test.go::BenchmarkDedupAggr
x is 1
Changing directory to dir2: /home/benchUser/latest/lib/streamaggr
Running '[go test -benchtime=1s -timeout=10s -count=5 -run=^$ -bench=^BenchmarkDedupAggr$]
Benchmark 2 done: goos: linux
goarch: amd64
pkg: github.com/VictoriaMetrics/VictoriaMetrics/lib/streamaggr
cpu: Intel(R) Xeon(R) CPU @ 2.20GHz
BenchmarkDedupAggr/samplesPerPush_1-2         	 1912084	       603.5 ns/op	   3.31 MB/s	       0 B/op	       0 allocs/op
BenchmarkDedupAggr/samplesPerPush_1-2         	 2058165	       580.3 ns/op	   3.45 MB/s	       0 B/op	       0 allocs/op
BenchmarkDedupAggr/samplesPerPush_1-2         	 2097195	       571.0 ns/op	   3.50 MB/s	       0 B/op	       0 allocs/op
BenchmarkDedupAggr/samplesPerPush_1-2         	 2096065	       570.9 ns/op	   3.50 MB/s	       0 B/op	       0 allocs/op
BenchmarkDedupAggr/samplesPerPush_1-2         	 2095316	       576.9 ns/op	   3.47 MB/s	       0 B/op	       0 allocs/op
BenchmarkDedupAggr/samplesPerPush_10-2        	  791640	      1510 ns/op	  13.25 MB/s	       0 B/op	       0 allocs/op
BenchmarkDedupAggr/samplesPerPush_10-2        	  793982	      1511 ns/op	  13.24 MB/s	       0 B/op	       0 allocs/op
BenchmarkDedupAggr/samplesPerPush_10-2        	  792936	      1521 ns/op	  13.15 MB/s	       0 B/op	       0 allocs/op
BenchmarkDedupAggr/samplesPerPush_10-2        	  757711	      1513 ns/op	  13.22 MB/s	       0 B/op	       0 allocs/op
BenchmarkDedupAggr/samplesPerPush_10-2        	  786188	      1512 ns/op	  13.23 MB/s	       0 B/op	       0 allocs/op
BenchmarkDedupAggr/samplesPerPush_100-2       	  117124	     10339 ns/op	  19.34 MB/s	       0 B/op	       0 allocs/op
BenchmarkDedupAggr/samplesPerPush_100-2       	  116229	     10289 ns/op	  19.44 MB/s	       0 B/op	       0 allocs/op
BenchmarkDedupAggr/samplesPerPush_100-2       	  114763	     10296 ns/op	  19.43 MB/s	       0 B/op	       0 allocs/op
BenchmarkDedupAggr/samplesPerPush_100-2       	  114894	     10345 ns/op	  19.33 MB/s	       0 B/op	       0 allocs/op
BenchmarkDedupAggr/samplesPerPush_100-2       	  115342	     10282 ns/op	  19.45 MB/s	       0 B/op	       0 allocs/op
BenchmarkDedupAggr/samplesPerPush_1000-2      	   12691	     95044 ns/op	  21.04 MB/s	       6 B/op	       0 allocs/op
BenchmarkDedupAggr/samplesPerPush_1000-2      	   12696	     95363 ns/op	  20.97 MB/s	       6 B/op	       0 allocs/op
BenchmarkDedupAggr/samplesPerPush_1000-2      	   12651	     94121 ns/op	  21.25 MB/s	       6 B/op	       0 allocs/op
BenchmarkDedupAggr/samplesPerPush_1000-2      	   12594	     93710 ns/op	  21.34 MB/s	       6 B/op	       0 allocs/op
BenchmarkDedupAggr/samplesPerPush_1000-2      	   12721	     94922 ns/op	  21.07 MB/s	       6 B/op	       0 allocs/op
BenchmarkDedupAggr/samplesPerPush_10000-2     	    1029	   1166524 ns/op	  17.14 MB/s	    1009 B/op	       1 allocs/op
BenchmarkDedupAggr/samplesPerPush_10000-2     	     934	   1188671 ns/op	  16.83 MB/s	    1111 B/op	       1 allocs/op
BenchmarkDedupAggr/samplesPerPush_10000-2     	     915	   1188840 ns/op	  16.82 MB/s	    1134 B/op	       1 allocs/op
BenchmarkDedupAggr/samplesPerPush_10000-2     	     912	   1185201 ns/op	  16.87 MB/s	    1138 B/op	       1 allocs/op
BenchmarkDedupAggr/samplesPerPush_10000-2     	     880	   1189510 ns/op	  16.81 MB/s	    1180 B/op	       1 allocs/op
BenchmarkDedupAggr/samplesPerPush_100000-2    	      37	  28785618 ns/op	   6.95 MB/s	  213283 B/op	      88 allocs/op
BenchmarkDedupAggr/samplesPerPush_100000-2    	      40	  28216570 ns/op	   7.09 MB/s	  197561 B/op	      82 allocs/op
BenchmarkDedupAggr/samplesPerPush_100000-2    	      40	  28539751 ns/op	   7.01 MB/s	  197796 B/op	      83 allocs/op
BenchmarkDedupAggr/samplesPerPush_100000-2    	      40	  27714962 ns/op	   7.22 MB/s	  197600 B/op	      82 allocs/op
BenchmarkDedupAggr/samplesPerPush_100000-2    	      40	  28245842 ns/op	   7.08 MB/s	  197623 B/op	      83 allocs/op
PASS
ok  	github.com/VictoriaMetrics/VictoriaMetrics/lib/streamaggr	55.515s

Result 2 parsed
Changing directory to dir1: /home/benchUser/other/lib/streamaggr
Running '[go test -benchtime=1s -timeout=10s -count=5 -run=^$ -bench=^BenchmarkDedupAggr$]
Benchmark 1 done: goos: linux
goarch: amd64
pkg: github.com/VictoriaMetrics/VictoriaMetrics/lib/streamaggr
cpu: Intel(R) Xeon(R) CPU @ 2.20GHz
BenchmarkDedupAggr/samplesPerPush_1-2         	 2267232	       531.2 ns/op	   3.77 MB/s	       0 B/op	       0 allocs/op
BenchmarkDedupAggr/samplesPerPush_1-2         	 2271163	       529.6 ns/op	   3.78 MB/s	       0 B/op	       0 allocs/op
BenchmarkDedupAggr/samplesPerPush_1-2         	 2263056	       531.0 ns/op	   3.77 MB/s	       0 B/op	       0 allocs/op
BenchmarkDedupAggr/samplesPerPush_1-2         	 2261748	       528.7 ns/op	   3.78 MB/s	       0 B/op	       0 allocs/op
BenchmarkDedupAggr/samplesPerPush_1-2         	 2268028	       530.1 ns/op	   3.77 MB/s	       0 B/op	       0 allocs/op
BenchmarkDedupAggr/samplesPerPush_10-2        	  780126	      1521 ns/op	  13.15 MB/s	       0 B/op	       0 allocs/op
BenchmarkDedupAggr/samplesPerPush_10-2        	  742263	      1590 ns/op	  12.58 MB/s	       0 B/op	       0 allocs/op
BenchmarkDedupAggr/samplesPerPush_10-2        	  787676	      1520 ns/op	  13.16 MB/s	       0 B/op	       0 allocs/op
BenchmarkDedupAggr/samplesPerPush_10-2        	  783379	      1520 ns/op	  13.16 MB/s	       0 B/op	       0 allocs/op
BenchmarkDedupAggr/samplesPerPush_10-2        	  763480	      1539 ns/op	  12.99 MB/s	       0 B/op	       0 allocs/op
BenchmarkDedupAggr/samplesPerPush_100-2       	  118130	     10222 ns/op	  19.57 MB/s	       0 B/op	       0 allocs/op
BenchmarkDedupAggr/samplesPerPush_100-2       	  116899	     10223 ns/op	  19.56 MB/s	       0 B/op	       0 allocs/op
BenchmarkDedupAggr/samplesPerPush_100-2       	  116800	     10201 ns/op	  19.61 MB/s	       0 B/op	       0 allocs/op
BenchmarkDedupAggr/samplesPerPush_100-2       	  116988	     10251 ns/op	  19.51 MB/s	       0 B/op	       0 allocs/op
BenchmarkDedupAggr/samplesPerPush_100-2       	  117764	     10210 ns/op	  19.59 MB/s	       0 B/op	       0 allocs/op
BenchmarkDedupAggr/samplesPerPush_1000-2      	   12740	     92775 ns/op	  21.56 MB/s	       6 B/op	       0 allocs/op
BenchmarkDedupAggr/samplesPerPush_1000-2      	   13015	     92747 ns/op	  21.56 MB/s	       6 B/op	       0 allocs/op
BenchmarkDedupAggr/samplesPerPush_1000-2      	   13040	     94112 ns/op	  21.25 MB/s	       6 B/op	       0 allocs/op
BenchmarkDedupAggr/samplesPerPush_1000-2      	   12848	     92393 ns/op	  21.65 MB/s	       6 B/op	       0 allocs/op
