Bench1:  184 All:  182
No tmp folder to clear
---------- Run #0 ----------
--- Run #0 of Baseline
# Collect Benchmarks in Dir: /lib/protoparser/influx
## Collect Benchmarks in File: parser_timing_test.go
# Collect Benchmarks in Dir: /lib/promscrape/discoveryutils
## Collect Benchmarks in File: utils_timing_test.go
# Collect Benchmarks in Dir: /lib/tenantmetrics
## Collect Benchmarks in File: counter_map_timing_test.go
# Collect Benchmarks in Dir: /lib/protoparser/datadogv1
## Collect Benchmarks in File: parser_timing_test.go
# Collect Benchmarks in Dir: /app/vlinsert/elasticsearch
## Collect Benchmarks in File: elasticsearch_timing_test.go
# Collect Benchmarks in Dir: /app/vlinsert/opentelemetry
## Collect Benchmarks in File: opentelemetry_timing_test.go
# Collect Benchmarks in Dir: /lib/promscrape/discovery/kubernetes
## Collect Benchmarks in File: pod_timing_test.go
# Collect Benchmarks in Dir: /lib/regexutil
## Collect Benchmarks in File: promregex_timing_test.go
## Collect Benchmarks in File: regex_timing_test.go
# Collect Benchmarks in Dir: /lib/promrelabel
## Collect Benchmarks in File: graphite_timing_test.go
## Collect Benchmarks in File: if_expression_timing_test.go
## Collect Benchmarks in File: relabel_timing_test.go
# Collect Benchmarks in Dir: /lib/streamaggr
## Collect Benchmarks in File: dedup_timing_test.go
## Collect Benchmarks in File: deduplicator_timing_test.go
## Collect Benchmarks in File: streamaggr_timing_test.go
# Collect Benchmarks in Dir: /lib/protoparser/graphite
## Collect Benchmarks in File: parser_timing_test.go
# Collect Benchmarks in Dir: /lib/stringsutil
## Collect Benchmarks in File: stringsutil_timing_test.go
## Collect Benchmarks in File: less_natural_timing_test.go
# Collect Benchmarks in Dir: /app/vmselect/promql
## Collect Benchmarks in File: rollup_timing_test.go
# Collect Benchmarks in Dir: /lib/decimal
## Collect Benchmarks in File: decimal_timing_test.go
# Collect Benchmarks in Dir: /lib/protoparser/prometheus
## Collect Benchmarks in File: parser_timing_test.go
# Collect Benchmarks in Dir: /lib/blockcache
## Collect Benchmarks in File: blockcache_timing_test.go
# Collect Benchmarks in Dir: /lib/prompb
## Collect Benchmarks in File: prompb_timing_test.go
# Collect Benchmarks in Dir: /lib/fs
## Collect Benchmarks in File: reader_at_timing_test.go
# Collect Benchmarks in Dir: /lib/protoparser/opentsdb
## Collect Benchmarks in File: parser_timing_test.go
# Collect Benchmarks in Dir: /app/vlinsert/loki
## Collect Benchmarks in File: loki_protobuf_timing_test.go
## Collect Benchmarks in File: loki_json_timing_test.go
# Collect Benchmarks in Dir: /app/vmagent/remotewrite
## Collect Benchmarks in File: pendingseries_timing_test.go
# Collect Benchmarks in Dir: /app/vmselect/prometheus
## Collect Benchmarks in File: federate_timing_test.go
# Collect Benchmarks in Dir: /lib/encoding
## Collect Benchmarks in File: nearest_delta_timing_test.go
## Collect Benchmarks in File: encoding_timing_test.go
## Collect Benchmarks in File: int_timing_test.go
## Collect Benchmarks in File: nearest_delta2_timing_test.go
# Collect Benchmarks in Dir: /lib/fasttime
## Collect Benchmarks in File: fasttime_timing_test.go
# Collect Benchmarks in Dir: /lib/storage
## Collect Benchmarks in File: tag_filters_timing_test.go
## Collect Benchmarks in File: block_stream_reader_timing_test.go
## Collect Benchmarks in File: inmemory_part_timing_test.go
## Collect Benchmarks in File: part_search_timing_test.go
## Collect Benchmarks in File: block_stream_writer_timing_test.go
## Collect Benchmarks in File: merge_timing_test.go
## Collect Benchmarks in File: storage_timing_test.go
## Collect Benchmarks in File: table_search_timing_test.go
## Collect Benchmarks in File: index_db_timing_test.go
## Collect Benchmarks in File: table_timing_test.go
# Collect Benchmarks in Dir: /lib/bytesutil
## Collect Benchmarks in File: bytesutil_timing_test.go
## Collect Benchmarks in File: fast_string_matcher_timing_test.go
## Collect Benchmarks in File: fast_string_transformer_timing_test.go
## Collect Benchmarks in File: internstring_timing_test.go
# Collect Benchmarks in Dir: /lib/protoparser/newrelic
## Collect Benchmarks in File: parser_timing_test.go
# Collect Benchmarks in Dir: /lib/mergeset
## Collect Benchmarks in File: table_search_timing_test.go
## Collect Benchmarks in File: encoding_timing_test.go
# Collect Benchmarks in Dir: /lib/promutils
## Collect Benchmarks in File: labelscompressor_timing_test.go
## Collect Benchmarks in File: labels_timing_test.go
# Collect Benchmarks in Dir: /lib/protoparser/datadogv2
## Collect Benchmarks in File: parser_timing_test.go
# Collect Benchmarks in Dir: /lib/protoparser/csvimport
## Collect Benchmarks in File: parser_timing_test.go
# Collect Benchmarks in Dir: /app/vmalert/datasource
## Collect Benchmarks in File: vm_prom_api_timing_test.go
# Collect Benchmarks in Dir: /lib/protoparser/vmimport
## Collect Benchmarks in File: parser_timing_test.go
# Collect Benchmarks in Dir: /lib/logstorage
## Collect Benchmarks in File: tokenizer_timing_test.go
## Collect Benchmarks in File: filter_timing_test.go
## Collect Benchmarks in File: inmemory_part_timing_test.go
## Collect Benchmarks in File: log_rows_timing_test.go
## Collect Benchmarks in File: bitmap_timing_test.go
## Collect Benchmarks in File: encoding_timing_test.go
## Collect Benchmarks in File: hash128_timing_test.go
## Collect Benchmarks in File: pattern_timing_test.go
## Collect Benchmarks in File: stream_id_timing_test.go
## Collect Benchmarks in File: hash_tokenizer_timing_test.go
## Collect Benchmarks in File: values_encoder_timing_test.go
## Collect Benchmarks in File: block_timing_test.go
# Collect Benchmarks in Dir: /lib/persistentqueue
## Collect Benchmarks in File: fastqueue_timing_test.go
## Collect Benchmarks in File: persistentqueue_timing_test.go
# Collect Benchmarks in Dir: /lib/promscrape
## Collect Benchmarks in File: config_timing_test.go
## Collect Benchmarks in File: scrapework_timing_test.go
# Collect Benchmarks in Dir: /lib/uint64set
## Collect Benchmarks in File: uint64set_timing_test.go
# Collect Benchmarks in Dir: /app/vmselect/netstorage
## Collect Benchmarks in File: netstorage_timing_test.go
# Collect Benchmarks in Dir: /lib/bloomfilter
## Collect Benchmarks in File: filter_timing_test.go
# Collect Benchmarks in Dir: /lib/protoparser/opentelemetry/stream
## Collect Benchmarks in File: streamparser_timing_test.go
# Collect Benchmarks in Dir: /lib/protoparser/opentsdbhttp
## Collect Benchmarks in File: parser_timing_test.go
# Collect Benchmarks in Dir: /lib/prompbmarshal
## Collect Benchmarks in File: prompbmarshal_timing_test.go
#####################
## Shuffle Benchmarks
#####################
### Execute Benchmark: /lib/uint64set/uint64set_timing_test.go::BenchmarkIntersectNoOverlap
x is 0
Changing directory to dir1: /home/benchUser/other/lib/uint64set
Running '[go test -benchtime=1s -timeout=10s -count=5 -run=^$ -bench=^BenchmarkIntersectNoOverlap$]
Benchmark 1 done: goos: linux
goarch: amd64
pkg: github.com/VictoriaMetrics/VictoriaMetrics/lib/uint64set
cpu: Intel(R) Xeon(R) CPU @ 2.20GHz
BenchmarkIntersectNoOverlap/items_1000-2         	   28716	     42394 ns/op	  47.18 MB/s	   17981 B/op	      13 allocs/op
BenchmarkIntersectNoOverlap/items_1000-2         	   28006	     45630 ns/op	  43.83 MB/s	   18020 B/op	      13 allocs/op
BenchmarkIntersectNoOverlap/items_1000-2         	   28190	     42093 ns/op	  47.51 MB/s	   17791 B/op	      13 allocs/op
BenchmarkIntersectNoOverlap/items_1000-2         	   28106	     42569 ns/op	  46.98 MB/s	   17998 B/op	      13 allocs/op
BenchmarkIntersectNoOverlap/items_1000-2         	   28078	     43951 ns/op	  45.51 MB/s	   18036 B/op	      13 allocs/op
BenchmarkIntersectNoOverlap/items_10000-2        	   91405	     11712 ns/op	1707.62 MB/s	   25384 B/op	      14 allocs/op
BenchmarkIntersectNoOverlap/items_10000-2        	  105883	     12432 ns/op	1608.75 MB/s	   25384 B/op	      14 allocs/op
BenchmarkIntersectNoOverlap/items_10000-2        	   94659	     11772 ns/op	1698.92 MB/s	   25384 B/op	      14 allocs/op
BenchmarkIntersectNoOverlap/items_10000-2        	  102338	     10858 ns/op	1841.98 MB/s	   25384 B/op	      14 allocs/op
BenchmarkIntersectNoOverlap/items_10000-2        	  104578	     10649 ns/op	1878.06 MB/s	   25384 B/op	      14 allocs/op
BenchmarkIntersectNoOverlap/items_100000-2       	   72790	     16732 ns/op	11952.89 MB/s	   42040 B/op	      18 allocs/op
BenchmarkIntersectNoOverlap/items_100000-2       	   69916	     16351 ns/op	12231.42 MB/s	   42040 B/op	      18 allocs/op
BenchmarkIntersectNoOverlap/items_100000-2       	   71653	     17039 ns/op	11737.86 MB/s	   42040 B/op	      18 allocs/op
BenchmarkIntersectNoOverlap/items_100000-2       	   71517	     17119 ns/op	11682.79 MB/s	   42040 B/op	      18 allocs/op
BenchmarkIntersectNoOverlap/items_100000-2       	   71521	     17256 ns/op	11590.49 MB/s	   42040 B/op	      18 allocs/op
BenchmarkIntersectNoOverlap/items_1000000-2      	    9904	    102341 ns/op	19542.55 MB/s	  275296 B/op	      74 allocs/op
BenchmarkIntersectNoOverlap/items_1000000-2      	   10000	    104504 ns/op	19138.03 MB/s	  275296 B/op	      74 allocs/op
BenchmarkIntersectNoOverlap/items_1000000-2      	   10000	    105894 ns/op	18886.72 MB/s	  275296 B/op	      74 allocs/op
BenchmarkIntersectNoOverlap/items_1000000-2      	   10000	    102810 ns/op	19453.37 MB/s	  275296 B/op	      74 allocs/op
BenchmarkIntersectNoOverlap/items_1000000-2      	   10000	    100282 ns/op	19943.69 MB/s	  275296 B/op	      74 allocs/op
BenchmarkIntersectNoOverlap/items_10000000-2     	    1189	    986435 ns/op	20275.04 MB/s	 2557824 B/op	     622 allocs/op
BenchmarkIntersectNoOverlap/items_10000000-2     	    1260	    995322 ns/op	20094.00 MB/s	 2557824 B/op	     622 allocs/op
BenchmarkIntersectNoOverlap/items_10000000-2     	    1219	   1006274 ns/op	19875.31 MB/s	 2557824 B/op	     622 allocs/op
BenchmarkIntersectNoOverlap/items_10000000-2     	    1177	    991452 ns/op	20172.44 MB/s	 2557824 B/op	     622 allocs/op
BenchmarkIntersectNoOverlap/items_10000000-2     	    1216	   1007363 ns/op	19853.82 MB/s	 2557824 B/op	     622 allocs/op
PASS
ok  	github.com/VictoriaMetrics/VictoriaMetrics/lib/uint64set	33.476s

Result 1 parsed
Changing directory to dir2: /home/benchUser/latest/lib/uint64set
Running '[go test -benchtime=1s -timeout=10s -count=5 -run=^$ -bench=^BenchmarkIntersectNoOverlap$]
Benchmark 2 done: go: downloading go1.23.3 (linux/amd64)
goos: linux
goarch: amd64
pkg: github.com/VictoriaMetrics/VictoriaMetrics/lib/uint64set
cpu: Intel(R) Xeon(R) CPU @ 2.20GHz
BenchmarkIntersectNoOverlap/items_1000-2         	  162180	      7149 ns/op	 279.77 MB/s	   17056 B/op	      12 allocs/op
BenchmarkIntersectNoOverlap/items_1000-2         	  150860	      7771 ns/op	 257.37 MB/s	   17056 B/op	      12 allocs/op
BenchmarkIntersectNoOverlap/items_1000-2         	  160904	      7704 ns/op	 259.59 MB/s	   17056 B/op	      12 allocs/op
BenchmarkIntersectNoOverlap/items_1000-2         	  156854	      7895 ns/op	 253.34 MB/s	   17056 B/op	      12 allocs/op
BenchmarkIntersectNoOverlap/items_1000-2         	  158274	      7634 ns/op	 261.98 MB/s	   17056 B/op	      12 allocs/op
BenchmarkIntersectNoOverlap/items_10000-2        	  166747	      7475 ns/op	2675.62 MB/s	   17056 B/op	      12 allocs/op
BenchmarkIntersectNoOverlap/items_10000-2        	  148032	      8177 ns/op	2445.74 MB/s	   17056 B/op	      12 allocs/op
BenchmarkIntersectNoOverlap/items_10000-2        	  147895	      8216 ns/op	2434.39 MB/s	   17056 B/op	      12 allocs/op
BenchmarkIntersectNoOverlap/items_10000-2        	  139934	      8975 ns/op	2228.53 MB/s	   17056 B/op	      12 allocs/op
BenchmarkIntersectNoOverlap/items_10000-2        	  131002	      8430 ns/op	2372.57 MB/s	   17056 B/op	      12 allocs/op
BenchmarkIntersectNoOverlap/items_100000-2       	   69346	     16651 ns/op	12011.04 MB/s	   42040 B/op	      18 allocs/op
BenchmarkIntersectNoOverlap/items_100000-2       	   72936	     17321 ns/op	11546.48 MB/s	   42040 B/op	      18 allocs/op
BenchmarkIntersectNoOverlap/items_100000-2       	   71660	     16807 ns/op	11899.52 MB/s	   42040 B/op	      18 allocs/op
BenchmarkIntersectNoOverlap/items_100000-2       	   74208	     17043 ns/op	11734.76 MB/s	   42040 B/op	      18 allocs/op
BenchmarkIntersectNoOverlap/items_100000-2       	   64114	     16807 ns/op	11899.52 MB/s	   42040 B/op	      18 allocs/op
BenchmarkIntersectNoOverlap/items_1000000-2      	   10000	    105033 ns/op	19041.55 MB/s	  275296 B/op	      74 allocs/op
BenchmarkIntersectNoOverlap/items_1000000-2      	   10000	    105934 ns/op	18879.60 MB/s	  275296 B/op	      74 allocs/op
BenchmarkIntersectNoOverlap/items_1000000-2      	    9834	    103622 ns/op	19300.95 MB/s	  275296 B/op	      74 allocs/op
BenchmarkIntersectNoOverlap/items_1000000-2      	    9954	    105587 ns/op	18941.72 MB/s	  275296 B/op	      74 allocs/op
BenchmarkIntersectNoOverlap/items_1000000-2      	   11202	    105063 ns/op	19036.23 MB/s	  275296 B/op	      74 allocs/op
BenchmarkIntersectNoOverlap/items_10000000-2     	    1177	   1008562 ns/op	19830.21 MB/s	 2557825 B/op	     622 allocs/op
BenchmarkIntersectNoOverlap/items_10000000-2     	    1201	   1005054 ns/op	19899.42 MB/s	 2557825 B/op	     622 allocs/op
BenchmarkIntersectNoOverlap/items_10000000-2     	    1154	   1006129 ns/op	19878.16 MB/s	 2557824 B/op	     622 allocs/op
BenchmarkIntersectNoOverlap/items_10000000-2     	    1221	   1021174 ns/op	19585.29 MB/s	 2557824 B/op	     622 allocs/op
BenchmarkIntersectNoOverlap/items_10000000-2     	    1111	   1022363 ns/op	19562.53 MB/s	 2557824 B/op	     622 allocs/op
PASS
ok  	github.com/VictoriaMetrics/VictoriaMetrics/lib/uint64set	33.651s

Result 2 parsed
Benchmark run succesful
1 / 182 done
### Execute Benchmark: /lib/protoparser/vmimport/parser_timing_test.go::BenchmarkRowsUnmarshal
x is 0
Changing directory to dir1: /home/benchUser/other/lib/protoparser/vmimport
Running '[go test -benchtime=1s -timeout=10s -count=5 -run=^$ -bench=^BenchmarkRowsUnmarshal$]
Benchmark 1 done: goos: linux
goarch: amd64
pkg: github.com/VictoriaMetrics/VictoriaMetrics/lib/protoparser/vmimport
cpu: Intel(R) Xeon(R) CPU @ 2.20GHz
BenchmarkRowsUnmarshal-2   	  340150	      3493 ns/op	 174.34 MB/s	       0 B/op	       0 allocs/op
BenchmarkRowsUnmarshal-2   	  341971	      3492 ns/op	 174.38 MB/s	       0 B/op	       0 allocs/op
BenchmarkRowsUnmarshal-2   	  342067	      3495 ns/op	 174.27 MB/s	       0 B/op	       0 allocs/op
BenchmarkRowsUnmarshal-2   	  338952	      3494 ns/op	 174.30 MB/s	       0 B/op	       0 allocs/op
BenchmarkRowsUnmarshal-2   	  342669	      3490 ns/op	 174.50 MB/s	       0 B/op	       0 allocs/op
PASS
ok  	github.com/VictoriaMetrics/VictoriaMetrics/lib/protoparser/vmimport	6.162s

Result 1 parsed
Changing directory to dir2: /home/benchUser/latest/lib/protoparser/vmimport
Running '[go test -benchtime=1s -timeout=10s -count=5 -run=^$ -bench=^BenchmarkRowsUnmarshal$]
Benchmark 2 done: goos: linux
goarch: amd64
pkg: github.com/VictoriaMetrics/VictoriaMetrics/lib/protoparser/vmimport
cpu: Intel(R) Xeon(R) CPU @ 2.20GHz
BenchmarkRowsUnmarshal-2   	  339835	      3497 ns/op	 174.14 MB/s	       0 B/op	       0 allocs/op
BenchmarkRowsUnmarshal-2   	  341611	      3494 ns/op	 174.32 MB/s	       0 B/op	       0 allocs/op
BenchmarkRowsUnmarshal-2   	  342500	      3494 ns/op	 174.28 MB/s	       0 B/op	       0 allocs/op
BenchmarkRowsUnmarshal-2   	  343096	      3489 ns/op	 174.56 MB/s	       0 B/op	       0 allocs/op
BenchmarkRowsUnmarshal-2   	  342562	      3499 ns/op	 174.06 MB/s	       0 B/op	       0 allocs/op
PASS
ok  	github.com/VictoriaMetrics/VictoriaMetrics/lib/protoparser/vmimport	6.177s

Result 2 parsed
Benchmark run succesful
2 / 182 done
### Execute Benchmark: /app/vlinsert/loki/loki_json_timing_test.go::BenchmarkParseJSONRequest
x is 1
Changing directory to dir2: /home/benchUser/latest/app/vlinsert/loki
Running '[go test -benchtime=1s -timeout=10s -count=5 -run=^$ -bench=^BenchmarkParseJSONRequest$]
Error while executing command '[go test -benchtime=1s -timeout=10s -count=5 -run=^$ -bench=^BenchmarkParseJSONRequest$]
/app/vlinsert/loki/loki_json_timing_test.go::BenchmarkParseJSONRequest timed out after 10s
Changing directory to dir1: /home/benchUser/other/app/vlinsert/loki
Running '[go test -benchtime=1s -timeout=10s -count=5 -run=^$ -bench=^BenchmarkParseJSONRequest$]
Error while executing command '[go test -benchtime=1s -timeout=10s -count=5 -run=^$ -bench=^BenchmarkParseJSONRequest$]
/app/vlinsert/loki/loki_json_timing_test.go::BenchmarkParseJSONRequest timed out after 10s
Benchmark run succesful
3 / 182 done
### Execute Benchmark: /lib/bloomfilter/filter_timing_test.go::BenchmarkFilterAdd
x is 0
Changing directory to dir1: /home/benchUser/other/lib/bloomfilter
Running '[go test -benchtime=1s -timeout=10s -count=5 -run=^$ -bench=^BenchmarkFilterAdd$]
Benchmark 1 done: goos: linux
goarch: amd64
pkg: github.com/VictoriaMetrics/VictoriaMetrics/lib/bloomfilter
cpu: Intel(R) Xeon(R) CPU @ 2.20GHz
BenchmarkFilterAdd/maxItems=1000-2         	    1676	    702815 ns/op	       2 B/op	       0 allocs/op
BenchmarkFilterAdd/maxItems=1000-2         	    1688	    704403 ns/op	       2 B/op	       0 allocs/op
BenchmarkFilterAdd/maxItems=1000-2         	    1692	    705024 ns/op	       2 B/op	       0 allocs/op
BenchmarkFilterAdd/maxItems=1000-2         	    1700	    709218 ns/op	       2 B/op	       0 allocs/op
BenchmarkFilterAdd/maxItems=1000-2         	    1694	    702849 ns/op	       2 B/op	       0 allocs/op
BenchmarkFilterAdd/maxItems=10000-2        	    1654	    727639 ns/op	      24 B/op	       0 allocs/op
BenchmarkFilterAdd/maxItems=10000-2        	    1641	    728102 ns/op	      25 B/op	       0 allocs/op
BenchmarkFilterAdd/maxItems=10000-2        	    1658	    728938 ns/op	      24 B/op	       0 allocs/op
BenchmarkFilterAdd/maxItems=10000-2        	    1627	    727227 ns/op	      25 B/op	       0 allocs/op
BenchmarkFilterAdd/maxItems=10000-2        	    1653	    731473 ns/op	      24 B/op	       0 allocs/op
BenchmarkFilterAdd/maxItems=100000-2       	    1544	    775112 ns/op	     265 B/op	       0 allocs/op
BenchmarkFilterAdd/maxItems=100000-2       	    1561	    771105 ns/op	     262 B/op	       0 allocs/op
BenchmarkFilterAdd/maxItems=100000-2       	    1563	    767417 ns/op	     262 B/op	       0 allocs/op
BenchmarkFilterAdd/maxItems=100000-2       	    1557	    766245 ns/op	     263 B/op	       0 allocs/op
BenchmarkFilterAdd/maxItems=100000-2       	    1564	    765895 ns/op	     262 B/op	       0 allocs/op
BenchmarkFilterAdd/maxItems=1000000-2      	     834	   1328476 ns/op	    4813 B/op	       0 allocs/op
BenchmarkFilterAdd/maxItems=1000000-2      	     926	   1347530 ns/op	    4335 B/op	       0 allocs/op
BenchmarkFilterAdd/maxItems=1000000-2      	     885	   1326580 ns/op	    4535 B/op	       0 allocs/op
